site_id,source,latitude,longitude
11NPSWRD_WQX-VAFO_DEP98/9_22,Other,40.0601389,-75.53022220000001
11NPSWRD_WQX-VAFO_DEP98/9_23,Other,40.06027780000001,-75.5290556
11NPSWRD_WQX-VAFO_DEP98/9_24,Other,40.0607222,-75.52775
11NPSWRD_WQX-VAFO_DEP98/9_25,Other,40.0615,-75.52619440000001
11NPSWRD_WQX-VAFO_NPS_FISH,Other,40.09769440000001,-75.4658333
11NPSWRD_WQX-VAFO_NPS_HQSP,Other,40.10372219999999,-75.4595833
11NPSWRD_WQX-VAFO_NPS_KALB,Other,40.10805559999999,-75.4265
11NPSWRD_WQX-VAFO_NPS_MAXW,Other,40.084983,-75.456013
11NPSWRD_WQX-VAFO_NPS_MEAD,Other,40.114972200000004,-75.4686944
11NPSWRD_WQX-VAFO_NPS_PORT,Other,40.107805600000006,-75.4219167
11NPSWRD_WQX-VAFO_NPS_VAL1,Other,40.099753,-75.462838
11NPSWRD_WQX-VAFO_NPS_VAL2,Other,40.08,-75.461
11NPSWRD_WQX-VAFO_NPS_VAL3,Other,40.07006700000001,-75.472764
11NPSWRD_WQX-VAFO_NPS_VAL4,Other,40.0646667,-75.5190556
11NPSWRD_WQX-VAFO_NPS_VAL5,Other,40.0598333,-75.53038890000002
11NPSWRD_WQX-VAFO_NPS_VAL6,Other,40.058250000000015,-75.5313889
11NPSWRD_WQX-VAFO_NPS_VAL7,Other,40.102472200000015,-75.46263889999999
11NPSWRD_WQX-VAFO_NPS_VAL8,Other,40.086414,-75.456211
11NPSWRD_WQX-VAFO_NPS_VALB,Other,40.080886,-75.457628
11NPSWRD_WQX-VAFO_NPS_VALC,Other,40.078835999999995,-75.461167
11NPSWRD_WQX-VAFO_NPS_WASP,Other,40.09611110000001,-75.4559167
11NPSWRD_WQX-VAFO_PSU_01,Other,40.09975000000001,-75.4629722
11NPSWRD_WQX-VAFO_PSU_02,Other,40.094972200000015,-75.4584722
11NPSWRD_WQX-VAFO_PSU_03,Other,40.09247220000001,-75.4571111
11NPSWRD_WQX-VAFO_PSU_04,Other,40.081171000000005,-75.45700399999998
11NPSWRD_WQX-VAFO_PSU_06,Other,40.0698611,-75.4729167
11NPSWRD_WQX-VAFO_PSU_07,Other,40.06513890000001,-75.5182778
11NPSWRD_WQX-VAFO_PSU_08,Other,40.05094439999999,-75.5550278
11NPSWRD_WQX-VAFO_PSU_4,Other,40.1405833,-75.57663890000002
11NPSWRD_WQX-VAFO_PSU_5,Other,40.135666699999994,-75.5164167
11NPSWRD_WQX-VAFO_RAS_03,Other,40.05083330000001,-75.5547222
11NPSWRD_WQX-VAFO_RAS_05,Other,40.0513889,-75.5508333
11NPSWRD_WQX-VAFO_RAS_06,Other,40.05111109999999,-75.5455556
11NPSWRD_WQX-VAFO_RAS_07,Other,40.05805599999999,-75.531364
11NPSWRD_WQX-VAFO_RAS_08,Other,40.059444400000004,-75.5302778
11NPSWRD_WQX-VAFO_RAS_08A,Other,40.059444400000004,-75.5302778
11NPSWRD_WQX-VAFO_RAS_09,Other,40.0602778,-75.5288889
11NPSWRD_WQX-VAFO_RAS_10,Other,40.065286,-75.518486
11NPSWRD_WQX-VAFO_RAS_11,Other,40.0580556,-75.5322222
11NPSWRD_WQX-VAFO_RMC_SR,Other,40.102409,-75.462442
11NPSWRD_WQX-VAFO_TMS_1,Other,40.067166699999994,-75.51725
11NPSWRD_WQX-VAFO_TMS_2,Other,40.0674444,-75.5170833
11NPSWRD_WQX-VAFO_TMS_3,Other,40.067499999999995,-75.5179722
11NPSWRD_WQX-VAFO_TMS_4,Other,40.05897220000001,-75.5308611
11NPSWRD_WQX-VAFO_TMS_5,Other,40.057277800000016,-75.5320556
11NPSWRD_WQX-VAFO_TU_BVC,Other,40.0679722,-75.51525
11NPSWRD_WQX-VAFO_TU_MR,Other,40.069972199999995,-75.4729167
11NPSWRD_WQX-VAFO_TU_WF,Other,40.065000000000005,-75.5185833
11NPSWRD_WQX-VAFO_USGS_VACR,USGS,40.069722199999994,-75.4736111
11NPSWRD_WQX-VAFO_VC1_04A,Other,40.0577222,-75.5317778
11NPSWRD_WQX-VAFO_VC1_05,Other,40.058138899999996,-75.53130560000001
11NPSWRD_WQX-VAFO_VC1_08,Other,40.0586389,-75.5311389
11NPSWRD_WQX-VAFO_VC1_09,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_10,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_11,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_12,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_13,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_14,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_15,Other,40.0586944,-75.5310556
11NPSWRD_WQX-VAFO_VC1_16,Other,40.0587222,-75.5309167
11NPSWRD_WQX-VAFO_VC1_17,Other,40.05877780000001,-75.5310278
11NPSWRD_WQX-VAFO_VC1_18,Other,40.0588611,-75.5309167
11NPSWRD_WQX-VAFO_VC1_19,Other,40.0593056,-75.5306111
11NPSWRD_WQX-VAFO_VC1_21,Other,40.06025,-75.5296111
11NPSWRD_WQX-VAFO_VC1_ML,Other,40.05086109999999,-75.5553333
11NPSWRD_WQX-VAFO_VC1_RT,Other,40.051361099999994,-75.5517222
11NPSWRD_WQX-VAFO_VNU_VC,Other,40.0811944,-75.4568611
21DELAWQ_WQX-102011,Other,39.753732000000014,-75.51589
21DELAWQ_WQX-102051,Other,39.763006,-75.51687300000002
21DELAWQ_WQX-102081,Other,39.778276,-75.507523
21DELAWQ_WQX-102091,Other,39.795169,-75.527328
21DELAWQ_WQX-102105,Other,39.78920300000001,-75.51696
21DELAWQ_WQX-102106,Other,39.79809899999999,-75.533344
21DELAWQ_WQX-103011,Other,39.716317,-75.64038
21DELAWQ_WQX-103031,Other,39.762878,-75.636578
21DELAWQ_WQX-103041,Other,39.798165000000004,-75.658087
21DELAWQ_WQX-103051,Other,39.806248999999994,-75.68033199999999
21DELAWQ_WQX-103061,Other,39.798869,-75.648414
21DELAWQ_WQX-103071,Other,39.80832699999999,-75.66684300000001
21DELAWQ_WQX-103101,Other,39.800619999999995,-75.6548
21DELAWQ_WQX-103102,Other,39.74409699999999,-75.638205
21DELAWQ_WQX-103103,Other,39.797866,-75.647652
21DELAWQ_WQX-103105,Other,39.77086099999999,-75.636929
21DELAWQ_WQX-104011,Other,39.760040000000004,-75.556093
21DELAWQ_WQX-104021,Other,39.769832,-75.578844
21DELAWQ_WQX-104051,Other,39.83773399999998,-75.578859
21DELAWQ_WQX-105011,Other,39.707247,-75.652492
21DELAWQ_WQX-105031,Other,39.73272,-75.759953
21DELAWQ_WQX-105151,Other,39.698957,-75.675438
21DELAWQ_WQX-105171,Other,39.68997,-75.73759
21DELAWQ_WQX-105214,Other,39.73559,-75.76135
21DELAWQ_WQX-105220,Other,39.718722,-75.76140300000002
21DELAWQ_WQX-106031,Other,39.655652,-75.669098
21DELAWQ_WQX-106141,Other,39.63745599999999,-75.72848
21DELAWQ_WQX-106151,Other,39.653473,-75.754377
21DELAWQ_WQX-106181,Other,39.669286,-75.771717
21DELAWQ_WQX-106191,Other,39.69079399999999,-75.776792
21DELAWQ_WQX-106331,Other,39.63715800000001,-75.680179
21DELAWQ_WQX-106405,Other,39.687033,-75.778965
21DELAWQ_WQX-109081,Other,39.437434999999994,-75.712924
21DELAWQ_WQX-109241,Other,39.429368,-75.741134
21DELAWQ_WQX-110021,Other,39.372576,-75.661465
21DELAWQ_WQX-110101,Other,39.350956000000004,-75.678713
21DELAWQ_WQX-201181,Other,39.308736,-75.621479
21DELAWQ_WQX-201201,Other,39.31539399999999,-75.633764
21DELAWQ_WQX-205151,Other,39.182891,-75.545444
21DELAWQ_WQX-205161,Other,39.19548,-75.563995
21DELAWQ_WQX-205171,Other,39.198862,-75.57770100000002
21DELAWQ_WQX-205191,Other,39.168291,-75.521224
21DELAWQ_WQX-205271,Other,39.199383000000005,-75.622931
21DELAWQ_WQX-205571,Other,39.163124,-75.519198
21DELAWQ_WQX-206011,Other,38.975858,-75.567529
21DELAWQ_WQX-206311,Other,38.992960000000004,-75.58081
21DELAWQ_WQX-206332,Other,38.9833,-75.5779
21DELAWQ_WQX-206341,Other,38.97483700000001,-75.568971
21DELAWQ_WQX-206351,Other,38.992269,-75.582438
21DELAWQ_WQX-208231,Other,38.90565800000002,-75.512446
21DELAWQ_WQX-208331,Other,38.913891,-75.433293
21DELAWQ_WQX-208371,Other,38.911210000000004,-75.464879
21DELAWQ_WQX-303381,Other,38.814057000000005,-75.327067
21NJDEP1-01411453,Other,39.58542,-75.0816
21NJDEP1-01411457,Other,39.634915499999984,-75.0721115
21NJDEP1-01411458,Other,39.59697,-75.076
21NJDEP1-01411500,Other,39.49570000000001,-75.0763
21NJDEP1-01411800,Other,39.44769999999999,-75.0721
21NJDEP1-01412800,Other,39.47259999999999,-75.25539999999998
21NJDEP1-01438500,Other,41.30692,-74.8
21NJDEP1-01439830,Other,41.20001,-74.8155
21NJDEP1-01440000,Other,41.10637,-74.9523
21NJDEP1-01442760,Other,40.97100999999999,-75.1268
21NJDEP1-01443000,Other,40.9243,-75.09560000000002
21NJDEP1-01443440,Other,41.10565170000001,-74.75488830000002
21NJDEP1-01443441,Other,41.10374999999999,-74.7581667
21NJDEP1-01443500,Other,40.981139999999996,-74.9535
21NJDEP1-01443600,Other,40.980000000000004,-74.97866
21NJDEP1-01445000,Other,40.9807778,-74.77650000000001
21NJDEP1-01445100,Other,40.92139480000001,-74.840514
21NJDEP1-01445430,Other,40.85166100000001,-74.9334085
21NJDEP1-01445500,Other,40.83065499999999,-74.9782267
21NJDEP1-01446000,Other,40.8435833,-75.0462222
21NJDEP1-01446400,Other,40.82934000000001,-75.07869999999998
21NJDEP1-01455500,Other,40.917064200000006,-74.6657464
21NJDEP1-01455700,Other,40.92000000000001,-74.731111
21NJDEP1-01455801,Other,40.9195433,-74.7348867
21NJDEP1-01456200,Other,40.8134333,-74.8418333
21NJDEP1-01456590,Other,40.72287769999999,-74.959892
21NJDEP1-01457000,Other,40.6723233,-75.0607283
21NJDEP1-01457120,Other,40.65544890000001,-75.0888099
21NJDEP1-01457400,Other,40.59228000000001,-75.1866
21NJDEP1-01457500,Other,40.59429000000001,-75.1905
21NJDEP1-01461000,Other,40.408,-75.0374
21NJDEP1-01463500,Other,40.22032,-74.77769999999998
21NJDEP1-01463568,Other,40.21844000000001,-74.55988
21NJDEP1-01463587,Other,40.21677999999999,-74.56015
21NJDEP1-01463610,Other,40.25827,-74.6175
21NJDEP1-01463620,Other,40.26953999999999,-74.67142
21NJDEP1-01464020,Other,40.217209999999994,-74.76637
21NJDEP1-01464500,Other,40.1369,-74.6003
21NJDEP1-01464504,Other,40.16721999999999,-74.6773
21NJDEP1-01464522,Other,40.17538799999999,-74.67543600000002
21NJDEP1-0146452360,Other,40.1667103,-74.7044761
21NJDEP1-01465835,Other,39.92322,-74.7177
21NJDEP1-01465850,Other,39.9402,-74.76310000000001
21NJDEP1-01465854,Other,39.9473086,-74.790522
21NJDEP1-01465915,Other,39.97910000000001,-74.8238
21NJDEP1-01465950,Other,39.979670000000006,-74.5253
21NJDEP1-01465970,Other,39.96806,-74.57971999999998
21NJDEP1-01466500,Other,39.88505999999999,-74.5054
21NJDEP1-01466900,Other,39.95633999999999,-74.6277
21NJDEP1-01467000,Other,39.97,-74.68416999999998
21NJDEP1-01467002,Other,39.9794444,-74.70972199999999
21NJDEP1-0146700260,Other,39.980669000000006,-74.71071399999998
21NJDEP1-01467003,Other,39.982177799999995,-74.7361333
21NJDEP1-01467004,Other,39.985833299999996,-74.750833
21NJDEP1-01467005,Other,39.99206,-74.7823
21NJDEP1-01467072,Other,39.9792,-75.0088
21NJDEP1-01467075,Other,39.9060715,-74.95252650000002
21NJDEP1-01467080,Other,39.940281,-74.9827806
21NJDEP1-01467081,Other,39.941935799999996,-75.0009393
21NJDEP1-0146708130,Other,39.954114700000005,-75.01334600000001
21NJDEP1-01467082,Other,39.98540559999999,-75.01500829999999
21NJDEP1-01467120,Other,39.828783099999995,-74.9815216
21NJDEP1-01467140,Other,39.870753,-75.01617840000002
21NJDEP1-01467150,Other,39.903200000000005,-75.0218
21NJDEP1-01467181,Other,39.9086026,-75.0254803
21NJDEP1-01467190,Other,39.9267,-75.0839
21NJDEP1-01467191,Other,39.933388900000004,-75.08634720000002
21NJDEP1-01469590,Other,39.979699999999994,-74.5253
21NJDEP1-01475042,Other,39.78999999999999,-75.16017
21NJDEP1-01475045,Other,39.7952306,-75.1718861
21NJDEP1-0147710950,Other,39.7363722,-75.2240694
21NJDEP1-01477110,Other,39.7363587,-75.2242376
21NJDEP1-01477120,Other,39.74041000000001,-75.2589
21NJDEP1-01477125,Other,39.7441944,-75.2801833
21NJDEP1-01477160,Other,39.8011722,-75.3557611
21NJDEP1-01482455,Other,39.60261400000001,-75.237686
21NJDEP1-01482500,Other,39.64359999999999,-75.3304
21NJDEP1-01482520,Other,39.6527596,-75.3680552
21NJDEP1-01482880,Other,39.591173,-75.296042
21NJDEP1-AN0006,Other,41.2000278,-74.81550000000001
21NJDEP1-AN0007,Other,41.1572222,-74.87725
21NJDEP1-AN0008,Other,41.1015556,-74.9621944
21NJDEP1-AN0012,Other,40.9705833,-75.1263611
21NJDEP1-AN0014,Other,41.0668833,-74.6877666
21NJDEP1-AN0015,Other,41.0855222,-74.6994333
21NJDEP1-AN0021,Other,41.1037536,-74.758153
21NJDEP1-AN0022,Other,41.05247219999999,-74.8279167
21NJDEP1-AN0025,Other,40.9811389,-74.9534722
21NJDEP1-AN0027,Other,40.98188890000001,-74.9598333
21NJDEP1-AN0030,Other,40.995277800000004,-75.0321944
21NJDEP1-AN0031,Other,40.9566111,-75.0596667
21NJDEP1-AN0032,Other,40.9208889,-75.0881944
21NJDEP1-AN0032A,Other,40.96676389999999,-75.02045210000001
21NJDEP1-AN0035,Other,41.0143889,-74.7666389
21NJDEP1-AN0037,Other,40.9807816,-74.7764888
21NJDEP1-AN0039,Other,40.9213889,-74.84052780000002
21NJDEP1-AN0041,Other,40.866222199999996,-74.9053611
21NJDEP1-AN0043,Other,40.830499999999994,-74.9777778
21NJDEP1-AN0045,Other,40.9425833,-74.9424444
21NJDEP1-AN0046,Other,40.89277779999999,-74.9779444
21NJDEP1-AN0047,Other,40.8435713,-75.046215
21NJDEP1-AN0048,Other,40.8293889,-75.08216670000002
21NJDEP1-AN0061,Other,40.6249722,-75.18577779999998
21NJDEP1-AN0062,Other,40.9170556,-74.66575
21NJDEP1-AN0063,Other,40.9023333,-74.7134722
21NJDEP1-AN0064,Other,40.9210833,-74.7316667
21NJDEP1-AN0067,Other,40.8328333,-74.8227778
21NJDEP1-AN0068,Other,40.8295,-74.83116670000001
21NJDEP1-AN0069,Other,40.812999999999995,-74.8416667
21NJDEP1-AN0070,Other,40.8044722,-74.8604444
21NJDEP1-AN0071,Other,40.783416700000004,-74.9007222
21NJDEP1-AN0072,Other,40.7230544,-74.9599447
21NJDEP1-AN0073,Other,40.6554444,-75.0888056
21NJDEP1-AN0074,Other,40.5922834,-75.1862343
21NJDEP1-AN0085,Other,40.469416700000004,-75.0621389
21NJDEP1-AN0089,Other,40.407861100000005,-75.0141667
21NJDEP1-AN0099,Other,40.3639722,-74.94525
21NJDEP1-AN0107,Other,40.2430556,-74.8221111
21NJDEP1-AN0108,Other,40.211999999999996,-74.4770278
21NJDEP1-AN0109,Other,40.2582778,-74.6175278
21NJDEP1-AN0109A,Other,40.2183338,-74.56028439999999
21NJDEP1-AN0109B,Other,40.2165986,-74.5606886
21NJDEP1-AN0116,Other,40.23569440000001,-74.7388056
21NJDEP1-AN0118,Other,40.21713809999999,-74.7690866
21NJDEP1-AN0151A,Other,39.98063470000001,-74.71108
21NJDEP1-AN0176R,Other,39.9973343,-74.85905299999999
21NJDEP1-AN0176S,Other,39.979001299999986,-74.823774
21NJDEP1-AN0726A,Other,39.681068499999995,-75.085523
21NJDEP1-EU,Other,39.9758333,-74.695555
21NJDEP1-FIBI001,Other,40.98010109999999,-74.9329078
21NJDEP1-FIBI003,Other,40.8295389,-74.97713890000001
21NJDEP1-FIBI005,Other,40.7230944,-74.9599306
21NJDEP1-FIBI047,Other,40.8434729,-75.0461199
21NJDEP1-FIBI055,Other,40.96676389999999,-75.0204528
21NJDEP1-FIBI057,Other,40.9203787,-74.7312869
21NJDEP1-FIBI058,Other,40.8736327,-74.80598550000002
21NJDEP1-FIBI061,Other,40.689494599999996,-75.0254867
21NJDEP1-FIBI062,Other,40.794632199999995,-74.8737107
21NJDEP1-FIBI063,Other,40.9807816,-74.7764889
21NJDEP1-FIBI064,Other,40.942604,-74.8304714
21NJDEP1-FIBI066,Other,41.200015,-74.815509
21NJDEP1-FIBI082,Other,41.0412,-74.8685
21NJDEP1-NJW04459-110-O,Other,39.97606429999999,-74.46946819999998
21NJDEP1-NJW04459-115-O,Other,40.0667837,-74.5321785
21NJDEP1-NJW04459-120-O,Other,39.446443300000006,-75.234961
21NJDEP1-TMDL 1805,Other,39.9147504,-74.9577628
21NYDECA-14010001,Other,41.37194439999999,-74.6969444
21NYDECA-14010053,Other,41.764722199999994,-75.0611111
21NYDECA-14011301,Other,41.76444440000001,-75.0558333
21NYDECA-14021001,Other,41.3611111,-74.6852778
21NYDECA-14021037,Other,41.759722200000006,-74.5994444
21NYDECA-14022101,Other,41.4538888,-74.5888888
21NYDECA-14031001,Other,41.95277780000001,-75.2752778
21NYDECA-14031057,Other,42.1611111,-74.62083330000002
21NYDECA-14032110,Other,41.946388799999994,-74.97972220000001
21NYDECA-14033101,Other,41.9302777,-74.9152777
21NYDECA-14041001,Other,41.9525,-75.29166670000001
21NYDECA-14041060,Other,42.2783333,-74.9125
21NYDECA-14042201,Other,42.2575,-74.92777770000001
21NYDECA_WQX-14010001,Other,41.37194439999999,-74.6969444
21NYDECA_WQX-14010053,Other,41.764722199999994,-75.0611111
